,circle,kpi,periodicity,range,period_year,period_month,date,value
46,Digital,additional monetization/savings from CRM,quarter,0 <= X,2017,12,2017-12-01,11827.15
47,Digital,additional monetization/savings from CRM,quarter,0 <= X,2017,12,2017-12-01,11827.15
48,Digital,additional monetization/savings from CRM,quarter,0 <= X,2018,3,2018-03-01,32546.24
49,Digital,additional monetization/savings from CRM,quarter,0 <= X,2018,3,2018-03-01,32546.24
50,Digital,additional monetization/savings from CRM,quarter,0 <= X,2018,3,2018-03-01,32546.24
51,Digital,additional monetization/savings from CRM,quarter,0 <= X,2018,6,2018-06-01,87600.48
52,Digital,additional monetization/savings from CRM,quarter,0 <= X,2018,6,2018-06-01,87600.48
53,Digital,additional monetization/savings from CRM,quarter,0 <= X,2018,6,2018-06-01,87600.48
54,Digital,additional monetization/savings from CRM,quarter,0 <= X,2018,9,2018-09-01,79378.54
55,Digital,additional monetization/savings from CRM,quarter,0 <= X,2018,9,2018-09-01,79378.54
56,Digital,additional monetization/savings from CRM,quarter,0 <= X,2018,9,2018-09-01,79378.54
57,Digital,additional monetization/savings from CRM,quarter,0 <= X,2018,12,2018-12-01,2407.76
58,Digital,additional monetization/savings from CRM,quarter,0 <= X,2018,12,2018-12-01,2407.76
59,Digital,additional monetization/savings from CRM,quarter,0 <= X,2018,12,2018-12-01,2407.76
60,Digital,additional monetization/savings from CRM,quarter,0 <= X,2019,3,2019-03-01,35922.06
61,Digital,additional monetization/savings from CRM,quarter,0 <= X,2019,3,2019-03-01,35922.06
62,Digital,additional monetization/savings from CRM,quarter,0 <= X,2019,3,2019-03-01,35922.06
63,Digital,additional monetization/savings from CRM,quarter,0 <= X,2019,6,2019-06-01,14883.89
64,Digital,additional monetization/savings from CRM,quarter,0 <= X,2019,6,2019-06-01,14883.89
65,Digital,additional monetization/savings from CRM,quarter,0 <= X,2019,6,2019-06-01,14883.89
66,Digital,additional monetization/savings from CRM,quarter,0 <= X,2019,9,2019-09-01,19893.39
67,Digital,additional monetization/savings from CRM,quarter,0 <= X,2019,9,2019-09-01,19893.39
68,Digital,additional monetization/savings from CRM,quarter,0 <= X,2019,9,2019-09-01,19893.39
69,Digital,additional monetization/savings from CRM,quarter,0 <= X,2019,12,2019-12-01,31170.31
70,Digital,additional monetization/savings from CRM,quarter,0 <= X,2019,12,2019-12-01,31170.31
71,Digital,additional monetization/savings from CRM,quarter,0 <= X,2019,12,2019-12-01,31170.31
72,Digital,additional monetization/savings from CRM,quarter,0 <= X,2020,3,2020-03-01,29323.87
73,Digital,additional monetization/savings from CRM,quarter,0 <= X,2020,3,2020-03-01,29323.87
74,Digital,additional monetization/savings from CRM,quarter,0 <= X,2020,3,2020-03-01,29323.87
75,Digital,additional monetization/savings from CRM,quarter,0 <= X,2020,6,2020-06-01,2460.47
76,Digital,additional monetization/savings from CRM,quarter,0 <= X,2020,6,2020-06-01,2460.47
77,Digital,additional monetization/savings from CRM,quarter,0 <= X,2020,6,2020-06-01,2460.47
78,Digital,additional monetization/savings from CRM,quarter,0 <= X,2020,9,2020-09-01,2560.64
79,Digital,additional monetization/savings from CRM,quarter,0 <= X,2020,9,2020-09-01,2560.64
80,Digital,additional monetization/savings from CRM,quarter,0 <= X,2020,9,2020-09-01,2560.64
81,Digital,additional monetization/savings from CRM,quarter,0 <= X,2020,12,2020-12-01,8221.02
82,Digital,additional monetization/savings from CRM,quarter,0 <= X,2020,12,2020-12-01,8221.02
83,Digital,additional monetization/savings from CRM,quarter,0 <= X,2020,12,2020-12-01,8221.02
84,Digital,additional monetization/savings from CRM,quarter,0 <= X,2021,3,2021-03-01,37724.41
85,Digital,additional monetization/savings from CRM,quarter,0 <= X,2021,3,2021-03-01,37724.41
86,Digital,additional monetization/savings from CRM,quarter,0 <= X,2021,3,2021-03-01,37724.41
87,Digital,additional monetization/savings from CRM,quarter,0 <= X,2021,6,2021-06-01,6875.3
88,Digital,additional monetization/savings from CRM,quarter,0 <= X,2021,6,2021-06-01,6875.3
89,Digital,additional monetization/savings from CRM,quarter,0 <= X,2021,6,2021-06-01,6875.3
90,Digital,additional monetization/savings from CRM,quarter,0 <= X,2021,9,2021-09-01,20207.81
91,Digital,additional monetization/savings from CRM,quarter,0 <= X,2021,9,2021-09-01,20207.81
92,Digital,additional monetization/savings from CRM,quarter,0 <= X,2021,9,2021-09-01,20207.81
93,Digital,additional monetization/savings from CRM,quarter,0 <= X,2021,12,2021-12-01,7784.45
94,Digital,additional monetization/savings from CRM,quarter,0 <= X,2021,12,2021-12-01,7784.45
95,Digital,additional monetization/savings from CRM,quarter,0 <= X,2021,12,2021-12-01,7784.45
96,Digital,additional monetization/savings from CRM,quarter,0 <= X,2022,3,2022-03-01,25708.78
97,Digital,additional monetization/savings from CRM,quarter,0 <= X,2022,3,2022-03-01,25708.78
98,Digital,additional monetization/savings from CRM,quarter,0 <= X,2022,3,2022-03-01,25708.78
99,Digital,additional monetization/savings from CRM,quarter,0 <= X,2022,6,2022-06-01,7921.44
100,Digital,additional monetization/savings from CRM,quarter,0 <= X,2022,6,2022-06-01,7921.44
101,Digital,additional monetization/savings from CRM,quarter,0 <= X,2022,6,2022-06-01,7921.44
102,Digital,additional monetization/savings from CRM,quarter,0 <= X,2022,9,2022-09-01,16816.78
103,Digital,additional monetization/savings from CRM,quarter,0 <= X,2022,9,2022-09-01,16816.78
104,Digital,additional monetization/savings from CRM,quarter,0 <= X,2022,9,2022-09-01,16816.78
105,Digital,additional monetization/savings from CRM,quarter,0 <= X,2022,12,2022-12-01,8355.05
106,Digital,additional monetization/savings from CRM,quarter,0 <= X,2022,12,2022-12-01,8355.05
107,Digital,additional monetization/savings from CRM,quarter,0 <= X,2022,12,2022-12-01,8355.05
108,Digital,additional monetization/savings from CRM,quarter,0 <= X,2023,3,2023-03-01,51000.0
109,Digital,additional monetization/savings from CRM,quarter,0 <= X,2023,3,2023-03-01,51000.0
110,Digital,additional monetization/savings from CRM,quarter,0 <= X,2023,3,2023-03-01,51000.0
111,Digital,additional monetization/savings from CRM,quarter,0 <= X,2023,6,2023-06-01,0.0
112,Digital,additional monetization/savings from CRM,quarter,0 <= X,2023,6,2023-06-01,0.0
113,Digital,additional monetization/savings from CRM,quarter,0 <= X,2023,6,2023-06-01,0.0
114,Digital,additional monetization/savings from CRM,quarter,0 <= X,2023,9,2023-09-01,0.0
115,Digital,additional monetization/savings from CRM,quarter,0 <= X,2023,9,2023-09-01,0.0
116,Digital,additional monetization/savings from CRM,quarter,0 <= X,2023,9,2023-09-01,0.0
117,Digital,additional monetization/savings from CRM,quarter,0 <= X,2023,12,2023-12-01,17000.0
118,Digital,additional monetization/savings from CRM,quarter,0 <= X,2023,12,2023-12-01,17000.0
119,Digital,additional monetization/savings from CRM,quarter,0 <= X,2023,12,2023-12-01,17000.0
120,Fundraising,private donations,month,0 <= X,2014,1,2014-01-01,248384.0
121,Fundraising,private donations,month,0 <= X,2014,2,2014-02-01,677356.61
122,Fundraising,private donations,month,0 <= X,2014,3,2014-03-01,437920.52
123,Fundraising,private donations,month,0 <= X,2014,4,2014-04-01,339549.48
124,Fundraising,private donations,month,0 <= X,2014,5,2014-05-01,336036.85
125,Fundraising,private donations,month,0 <= X,2014,6,2014-06-01,361332.68
126,Fundraising,private donations,month,0 <= X,2014,7,2014-07-01,395194.1
127,Fundraising,private donations,month,0 <= X,2014,8,2014-08-01,315559.73
128,Fundraising,private donations,month,0 <= X,2014,9,2014-09-01,547618.08
129,Fundraising,private donations,month,0 <= X,2014,10,2014-10-01,473700.13
130,Fundraising,private donations,month,0 <= X,2014,11,2014-11-01,630728.84
131,Fundraising,private donations,month,0 <= X,2014,12,2014-12-01,830603.19
132,Fundraising,private donations,month,0 <= X,2015,1,2015-01-01,311620.55
133,Fundraising,private donations,month,0 <= X,2015,2,2015-02-01,281133.04
134,Fundraising,private donations,month,0 <= X,2015,3,2015-03-01,779006.49
135,Fundraising,private donations,month,0 <= X,2015,4,2015-04-01,404485.34
136,Fundraising,private donations,month,0 <= X,2015,5,2015-05-01,280793.16
137,Fundraising,private donations,month,0 <= X,2015,6,2015-06-01,467833.3
138,Fundraising,private donations,month,0 <= X,2015,7,2015-07-01,452400.01
139,Fundraising,private donations,month,0 <= X,2015,8,2015-08-01,383833.33
140,Fundraising,private donations,month,0 <= X,2015,9,2015-09-01,494820.82
141,Fundraising,private donations,month,0 <= X,2015,10,2015-10-01,458280.19
142,Fundraising,private donations,month,0 <= X,2015,11,2015-11-01,737379.01
143,Fundraising,private donations,month,0 <= X,2015,12,2015-12-01,1244525.47
144,Fundraising,private donations,month,0 <= X,2016,1,2016-01-01,457134.1
145,Fundraising,private donations,month,0 <= X,2016,2,2016-02-01,545421.58
146,Fundraising,private donations,month,0 <= X,2016,3,2016-03-01,578795.07
147,Fundraising,private donations,month,0 <= X,2016,4,2016-04-01,524063.85
148,Fundraising,private donations,month,0 <= X,2016,5,2016-05-01,448401.8
149,Fundraising,private donations,month,0 <= X,2016,6,2016-06-01,499725.32
150,Fundraising,private donations,month,0 <= X,2016,7,2016-07-01,387578.22
151,Fundraising,private donations,month,0 <= X,2016,8,2016-08-01,922212.18
152,Fundraising,private donations,month,0 <= X,2016,9,2016-09-01,597703.78
153,Fundraising,private donations,month,0 <= X,2016,10,2016-10-01,469153.72
154,Fundraising,private donations,month,0 <= X,2016,11,2016-11-01,695197.98
155,Fundraising,private donations,month,0 <= X,2016,12,2016-12-01,1043989.41
156,Fundraising,private donations,month,0 <= X,2017,1,2017-01-01,499464.98
157,Fundraising,private donations,month,0 <= X,2017,2,2017-02-01,470967.3
158,Fundraising,private donations,month,0 <= X,2017,3,2017-03-01,642704.42
159,Fundraising,private donations,month,0 <= X,2017,4,2017-04-01,495108.93
160,Fundraising,private donations,month,0 <= X,2017,5,2017-05-01,554637.19
161,Fundraising,private donations,month,0 <= X,2017,6,2017-06-01,556835.67
162,Fundraising,private donations,month,0 <= X,2017,7,2017-07-01,472386.83
163,Fundraising,private donations,month,0 <= X,2017,8,2017-08-01,481426.88
164,Fundraising,private donations,month,0 <= X,2017,9,2017-09-01,422727.53
165,Fundraising,private donations,month,0 <= X,2017,10,2017-10-01,655384.08
166,Fundraising,private donations,month,0 <= X,2017,11,2017-11-01,889252.6
167,Fundraising,private donations,month,0 <= X,2017,12,2017-12-01,1057538.96
168,Fundraising,private donations,month,0 <= X,2018,1,2018-01-01,528105.38
169,Fundraising,private donations,month,0 <= X,2018,2,2018-02-01,515486.75
170,Fundraising,private donations,month,0 <= X,2018,3,2018-03-01,712077.5
171,Fundraising,private donations,month,0 <= X,2018,4,2018-04-01,398698.29
172,Fundraising,private donations,month,0 <= X,2018,5,2018-05-01,491801.94
173,Fundraising,private donations,month,0 <= X,2018,6,2018-06-01,629391.05
174,Fundraising,private donations,month,0 <= X,2018,7,2018-07-01,573759.96
175,Fundraising,private donations,month,0 <= X,2018,8,2018-08-01,508156.9
176,Fundraising,private donations,month,0 <= X,2018,9,2018-09-01,480953.95
177,Fundraising,private donations,month,0 <= X,2018,10,2018-10-01,610756.69
178,Fundraising,private donations,month,0 <= X,2018,11,2018-11-01,847334.21
179,Fundraising,private donations,month,0 <= X,2018,12,2018-12-01,955619.88
180,Fundraising,private donations,month,0 <= X,2019,1,2019-01-01,403683.34
181,Fundraising,private donations,month,0 <= X,2019,2,2019-02-01,542764.72
182,Fundraising,private donations,month,0 <= X,2019,3,2019-03-01,671239.48
183,Fundraising,private donations,month,0 <= X,2019,4,2019-04-01,730153.95
184,Fundraising,private donations,month,0 <= X,2019,5,2019-05-01,608587.17
185,Fundraising,private donations,month,0 <= X,2019,6,2019-06-01,686389.26
186,Fundraising,private donations,month,0 <= X,2019,7,2019-07-01,581299.07
187,Fundraising,private donations,month,0 <= X,2019,8,2019-08-01,345412.79
188,Fundraising,private donations,month,0 <= X,2019,9,2019-09-01,552597.48
189,Fundraising,private donations,month,0 <= X,2019,10,2019-10-01,630429.67
190,Fundraising,private donations,month,0 <= X,2019,11,2019-11-01,688423.3
191,Fundraising,private donations,month,0 <= X,2019,12,2019-12-01,1023822.23
192,Fundraising,private donations,month,0 <= X,2020,1,2020-01-01,732466.7
193,Fundraising,private donations,month,0 <= X,2020,2,2020-02-01,492574.38
194,Fundraising,private donations,month,0 <= X,2020,3,2020-03-01,649089.67
195,Fundraising,private donations,month,0 <= X,2020,4,2020-04-01,867329.92
196,Fundraising,private donations,month,0 <= X,2020,5,2020-05-01,611297.14
197,Fundraising,private donations,month,0 <= X,2020,6,2020-06-01,764911.91
198,Fundraising,private donations,month,0 <= X,2020,7,2020-07-01,751010.67
199,Fundraising,private donations,month,0 <= X,2020,8,2020-08-01,686545.58
200,Fundraising,private donations,month,0 <= X,2020,9,2020-09-01,622383.36
201,Fundraising,private donations,month,0 <= X,2020,10,2020-10-01,851297.01
202,Fundraising,private donations,month,0 <= X,2020,11,2020-11-01,793025.53
203,Fundraising,private donations,month,0 <= X,2020,12,2020-12-01,1856876.38
204,Fundraising,private donations,month,0 <= X,2021,1,2021-01-01,592686.59
205,Fundraising,private donations,month,0 <= X,2021,2,2021-02-01,670148.58
206,Fundraising,private donations,month,0 <= X,2021,3,2021-03-01,826549.89
207,Fundraising,private donations,month,0 <= X,2021,4,2021-04-01,862933.55
208,Fundraising,private donations,month,0 <= X,2021,5,2021-05-01,690958.91
209,Fundraising,private donations,month,0 <= X,2021,6,2021-06-01,664222.26
210,Fundraising,private donations,month,0 <= X,2021,7,2021-07-01,819670.29
211,Fundraising,private donations,month,0 <= X,2021,8,2021-08-01,471050.09
212,Fundraising,private donations,month,0 <= X,2021,9,2021-09-01,509513.36
213,Fundraising,private donations,month,0 <= X,2021,10,2021-10-01,592703.7
214,Fundraising,private donations,month,0 <= X,2021,11,2021-11-01,899432.48
215,Fundraising,private donations,month,0 <= X,2021,12,2021-12-01,1708639.55
216,Fundraising,private donations,month,0 <= X,2022,1,2022-01-01,611312.15
217,Fundraising,private donations,month,0 <= X,2022,2,2022-02-01,269239.44
218,Fundraising,private donations,month,0 <= X,2022,3,2022-03-01,621173.75
219,Fundraising,private donations,month,0 <= X,2022,4,2022-04-01,1072485.61
220,Fundraising,private donations,month,0 <= X,2022,5,2022-05-01,536893.87
221,Fundraising,private donations,month,0 <= X,2022,6,2022-06-01,932942.78
222,Fundraising,private donations,month,0 <= X,2022,7,2022-07-01,775104.16
223,Fundraising,private donations,month,0 <= X,2022,8,2022-08-01,985432.32
224,Fundraising,private donations,month,0 <= X,2022,9,2022-09-01,632041.47
225,Fundraising,private donations,month,0 <= X,2022,10,2022-10-01,564243.62
226,Fundraising,private donations,month,0 <= X,2022,11,2022-11-01,1246403.55
227,Fundraising,private donations,month,0 <= X,2022,12,2022-12-01,1582084.51
228,Fundraising,private donations,month,0 <= X,2023,1,2023-01-01,1369218.0
229,Fundraising,private donations,month,0 <= X,2023,2,2023-02-01,2144446.0
230,Fundraising,private donations,month,0 <= X,2023,3,2023-03-01,1923875.0
231,Fundraising,private donations,month,0 <= X,2023,4,2023-04-01,1274911.0
232,Fundraising,private donations,month,0 <= X,2023,5,2023-05-01,1797114.0
233,Fundraising,private donations,month,0 <= X,2023,6,2023-06-01,1352463.0
234,Fundraising,private donations,month,0 <= X,2023,7,2023-07-01,1359887.0
235,Fundraising,private donations,month,0 <= X,2023,8,2023-08-01,1101047.0
236,Fundraising,private donations,month,0 <= X,2023,9,2023-09-01,1540370.12
237,Fundraising,private donations,month,0 <= X,2023,10,2023-10-01,1101047.0
238,Fundraising,private donations,month,0 <= X,2023,11,2023-11-01,1540370.12
239,Fundraising,private donations,month,0 <= X,2023,12,2023-12-01,1352463.0
240,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2014,1,2014-01-01,1.086385985211907
241,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2014,2,2014-02-01,1.6045145750643053
242,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2014,3,2014-03-01,1.1966455568847807
243,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2014,4,2014-04-01,1.1692400303864456
244,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2014,5,2014-05-01,1.0333371153735844
245,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2014,6,2014-06-01,1.1881441406560995
246,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2014,7,2014-07-01,1.0369176964765487
247,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2014,8,2014-08-01,0.8724689002614167
248,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2014,9,2014-09-01,0.9287622992163211
249,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2014,10,2014-10-01,0.9923084156676542
250,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2014,11,2014-11-01,0.8971689784447152
251,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2014,12,2014-12-01,0.9797606391494911
252,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2015,1,2015-01-01,1.1872804818556422
253,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2015,2,2015-02-01,0.9802283295731034
254,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2015,3,2015-03-01,0.8337127992333864
255,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2015,4,2015-04-01,0.9028399656073229
256,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2015,5,2015-05-01,1.0086107012836654
257,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2015,6,2015-06-01,0.9213993861357486
258,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2015,7,2015-07-01,1.1183616892269506
259,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2015,8,2015-08-01,1.1528688237699483
260,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2015,9,2015-09-01,0.9991486758083304
261,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2015,10,2015-10-01,0.948392796030548
262,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2015,11,2015-11-01,0.9901984892301593
263,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2015,12,2015-12-01,1.0965690426686507
264,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2016,1,2016-01-01,1.025589146558364
265,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2016,2,2016-02-01,1.1749845600976312
266,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2016,3,2016-03-01,1.1576948276607375
267,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2016,4,2016-04-01,1.0856282164294202
268,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2016,5,2016-05-01,1.0674422899620535
269,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2016,6,2016-06-01,1.263115887286049
270,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2016,7,2016-07-01,1.3405394929831569
271,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2016,8,2016-08-01,1.4141144693195007
272,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2016,9,2016-09-01,1.4715808653919025
273,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2016,10,2016-10-01,1.4074207696237475
274,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2016,11,2016-11-01,1.2622594377210865
275,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2016,12,2016-12-01,1.1538471618094068
276,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2017,1,2017-01-01,0.9355191299229606
277,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2017,2,2017-02-01,0.7788438089239291
278,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2017,3,2017-03-01,0.8261677921226788
279,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2017,4,2017-04-01,0.7295805557396948
280,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2017,5,2017-05-01,0.736079345962338
281,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2017,6,2017-06-01,0.7547523836653793
282,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2017,7,2017-07-01,0.9030652726065416
283,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2017,8,2017-08-01,0.9000706767882362
284,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2017,9,2017-09-01,1.1816287698581556
285,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2017,10,2017-10-01,1.2802076983329518
286,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2017,11,2017-11-01,1.2457022850825168
287,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2017,12,2017-12-01,1.2381253019658993
288,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2018,1,2018-01-01,1.3017237762026161
289,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2018,2,2018-02-01,1.428436631695515
290,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2018,3,2018-03-01,1.445230845536038
291,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2018,4,2018-04-01,1.5869400891477365
292,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2018,5,2018-05-01,1.6986933846143366
293,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2018,6,2018-06-01,1.5262389423807527
294,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2018,7,2018-07-01,1.3204549635856053
295,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2018,8,2018-08-01,1.344346664221989
296,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2018,9,2018-09-01,1.5011198315178174
297,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2018,10,2018-10-01,1.3686862266523463
298,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2018,11,2018-11-01,1.479738156646132
299,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2018,12,2018-12-01,1.6268969317817352
300,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2019,1,2019-01-01,1.6270287032736093
301,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2019,2,2019-02-01,1.5591072385987872
302,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2019,3,2019-03-01,1.674425254768717
303,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2019,4,2019-04-01,1.6516130486441951
304,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2019,5,2019-05-01,1.5726282254928257
305,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2019,6,2019-06-01,1.293446352350122
306,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2019,7,2019-07-01,1.3022783509239322
307,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2019,8,2019-08-01,1.2591173696936464
308,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2019,9,2019-09-01,1.3136670560521124
309,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2019,10,2019-10-01,1.397407649001785
310,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2019,11,2019-11-01,1.6110911733011175
311,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2019,12,2019-12-01,1.4835160780501158
312,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2020,1,2020-01-01,1.424025921629871
313,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2020,2,2020-02-01,1.4085410770138678
314,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2020,3,2020-03-01,1.3281902661861962
315,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2020,4,2020-04-01,1.1648499669644745
316,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2020,5,2020-05-01,0.981176362042649
317,HR,involuntary headcount change (FTE),month,0 <= % <= 100,2020,6,2020-06-01,1.1409175293622351
