,kpi,circle,periodicity,unit,initial_value,target_value,date,value,cumulated_value,progress,performance
89,private donations,Fundraising,month,chf,507649.97500000003,6526928.25,2018-02-01,515486.75,1043592.13,8.903761057632776,4.515963040364293
90,private donations,Fundraising,month,chf,507649.97500000003,6526928.25,2018-03-01,712077.5,1755669.63,20.733709225297442,8.559829734578052
91,private donations,Fundraising,month,chf,507649.97500000003,6526928.25,2018-04-01,398698.29,2154367.92,27.35739850804621,10.824025325607089
92,private donations,Fundraising,month,chf,507649.97500000003,6526928.25,2018-05-01,491801.94,2646169.86,35.52784548742265,13.616953743252235
93,private donations,Fundraising,month,chf,507649.97500000003,6526928.25,2018-06-01,629391.05,3275560.91,45.984099896095934,17.19124657616892
94,private donations,Fundraising,month,chf,507649.97500000003,6526928.25,2018-07-01,573759.96,3849320.87,55.51613901751369,20.449612123061524
95,private donations,Fundraising,month,chf,507649.97500000003,6526928.25,2018-08-01,508156.9,4357477.7700000005,63.95829564799445,23.33541986638288
96,private donations,Fundraising,month,chf,507649.97500000003,6526928.25,2018-09-01,480953.95,4838431.720000001,71.94852185165007,26.066742875262598
97,private donations,Fundraising,month,chf,507649.97500000003,6526928.25,2018-10-01,610756.69,5449188.41,82.09519828189038,29.53521173849622
98,private donations,Fundraising,month,chf,507649.97500000003,6526928.25,2018-11-01,847334.21,6296522.62,96.17220504729033,34.34719721856956
99,private donations,Fundraising,month,chf,507649.97500000003,6526928.25,2018-12-01,955619.88,7252142.5,112.04819277108433,39.774133759972074
100,private donations,Fundraising,month,chf,1194368.3935999998,6643674.1894,2019-01-01,403683.34,403683.34,-14.509830852388808,0.8819402784940946
101,private donations,Fundraising,month,chf,1194368.3935999998,6643674.1894,2019-02-01,542764.72,946448.06,-4.549576457813801,3.9642847901550535
102,private donations,Fundraising,month,chf,1194368.3935999998,6643674.1894,2019-03-01,671239.48,1617687.54,7.768313290956609,7.7762335977123245
103,private donations,Fundraising,month,chf,1194368.3935999998,6643674.1894,2019-04-01,730153.95,2347841.49,21.167340201187255,11.922755907508126
104,private donations,Fundraising,month,chf,1194368.3935999998,6643674.1894,2019-05-01,608587.17,2956428.66,32.335499831154486,15.378904131948312
105,private donations,Fundraising,month,chf,1194368.3935999998,6643674.1894,2019-06-01,686389.26,3642817.92,44.93140260704618,19.276888084228823
106,private donations,Fundraising,month,chf,1194368.3935999998,6643674.1894,2019-07-01,581299.07,4224116.99,55.5987993688141,22.578068009939766
107,private donations,Fundraising,month,chf,1194368.3935999998,6643674.1894,2019-08-01,345412.79,4569529.78,61.93745612517054,24.539656849969752
108,private donations,Fundraising,month,chf,1194368.3935999998,6643674.1894,2019-09-01,552597.48,5122127.26,72.07815111839167,27.67784130977708
109,private donations,Fundraising,month,chf,1194368.3935999998,6643674.1894,2019-10-01,630429.67,5752556.93,83.6471416214737,31.258032434418947
110,private donations,Fundraising,month,chf,1194368.3935999998,6643674.1894,2019-11-01,688423.3,6440980.2299999995,96.28037098677368,35.16756763864984
111,private donations,Fundraising,month,chf,1194368.3935999998,6643674.1894,2019-12-01,1023822.23,7464802.459999999,115.06849315068493,40.98182327331413
112,private donations,Fundraising,month,chf,871092.7424999999,7936622.765,2020-01-01,732466.7,732466.7,-1.9620048610443788,2.749091085977398
113,private donations,Fundraising,month,chf,871092.7424999999,7936622.765,2020-02-01,492574.38,1225041.08,5.009508647940929,5.546406167137794
114,private donations,Fundraising,month,chf,871092.7424999999,7936622.765,2020-03-01,649089.67,1874130.75,14.196217471383621,9.23256687025115
115,private donations,Fundraising,month,chf,871092.7424999999,7936622.765,2020-04-01,867329.92,2741460.67,26.47172854044723,14.158107385690949
116,private donations,Fundraising,month,chf,871092.7424999999,7936622.765,2020-05-01,611297.14,3352757.81,35.12355137685638,17.629645448211008
117,private donations,Fundraising,month,chf,871092.7424999999,7936622.765,2020-06-01,764911.91,4117669.72,45.94951783038723,21.973557166888302
118,private donations,Fundraising,month,chf,871092.7424999999,7936622.765,2020-07-01,751010.67,4868680.390000001,56.57873697754854,26.238524161930503
119,private donations,Fundraising,month,chf,871092.7424999999,7936622.765,2020-08-01,686545.58,5555225.970000001,66.29556753114767,30.137395850786934
120,private donations,Fundraising,month,chf,871092.7424999999,7936622.765,2020-09-01,622383.36,6177609.330000001,75.10429607689069,33.671892223073456
121,private donations,Fundraising,month,chf,871092.7424999999,7936622.765,2020-10-01,851297.01,7028906.340000001,87.15288984535627,38.506382325095714
122,private donations,Fundraising,month,chf,871092.7424999999,7936622.765,2020-11-01,793025.53,7821931.870000001,98.37675454446067,43.009950445740195
123,private donations,Fundraising,month,chf,871092.7424999999,7936622.765,2020-12-01,1856876.38,9678808.25,124.65753424657535,53.555095529462406
124,private donations,Fundraising,month,chf,465425.46250000014,8284573.232500002,2021-01-01,592686.59,592686.59,1.6275575196093244,1.9552840476388247
125,private donations,Fundraising,month,chf,465425.46250000014,8284573.232500002,2021-02-01,670148.58,1262835.17,10.198166487650349,5.761037666924148
126,private donations,Fundraising,month,chf,465425.46250000014,8284573.232500002,2021-03-01,826549.89,2089385.06,20.76901019482843,10.45498961917239
127,private donations,Fundraising,month,chf,465425.46250000014,8284573.232500002,2021-04-01,862933.55,2952318.6100000003,31.80516880677905,15.355563281680535
128,private donations,Fundraising,month,chf,465425.46250000014,8284573.232500002,2021-05-01,690958.91,3643277.5200000005,40.64192353152062,19.279498138798253
129,private donations,Fundraising,month,chf,465425.46250000014,8284573.232500002,2021-06-01,664222.26,4307499.78,49.13674009642101,23.051596365142142
130,private donations,Fundraising,month,chf,465425.46250000014,8284573.232500002,2021-07-01,819670.29,5127170.07,59.6195997904769,27.706479276015656
131,private donations,Fundraising,month,chf,465425.46250000014,8284573.232500002,2021-08-01,471050.09,5598220.16,65.64391476515092,30.38155856198859
132,private donations,Fundraising,month,chf,465425.46250000014,8284573.232500002,2021-09-01,509513.36,6107733.5200000005,72.16014102135327,33.2750696008305
133,private donations,Fundraising,month,chf,465425.46250000014,8284573.232500002,2021-10-01,592703.7,6700437.220000001,79.74029831514488,36.641016077116106
134,private donations,Fundraising,month,chf,465425.46250000014,8284573.232500002,2021-11-01,899432.48,7599869.700000001,91.24324603344847,41.74886606474538
135,private donations,Fundraising,month,chf,465425.46250000014,8284573.232500002,2021-12-01,1708639.55,9308509.250000002,113.09523809523809,51.452178651733995
136,private donations,Fundraising,month,chf,0.0,8060072.9286,2022-01-01,611312.15,611312.15,7.5844493643580755,2.0610580423867
137,private donations,Fundraising,month,chf,0.0,8060072.9286,2022-02-01,269239.44,880551.5900000001,10.924858841853533,3.590060720023283
138,private donations,Fundraising,month,chf,0.0,8060072.9286,2022-03-01,621173.75,1501725.34,18.631659456471485,7.117687753520148
139,private donations,Fundraising,month,chf,0.0,8060072.9286,2022-04-01,1072485.61,2574210.95,31.93781213648559,13.208301258795244
140,private donations,Fundraising,month,chf,0.0,8060072.9286,2022-05-01,536893.87,3111104.8200000003,38.598966132932816,16.25730538997553
141,private donations,Fundraising,month,chf,0.0,8060072.9286,2022-06-01,932942.78,4044047.6000000006,50.17383385763525,21.55545936289168
142,private donations,Fundraising,month,chf,0.0,8060072.9286,2022-07-01,775104.16,4819151.760000001,59.7904237677545,25.957252562607348
143,private donations,Fundraising,month,chf,0.0,8060072.9286,2022-08-01,985432.32,5804584.080000001,72.01652058759016,31.553493053635073
144,private donations,Fundraising,month,chf,0.0,8060072.9286,2022-09-01,632041.47,6436625.550000001,79.85815521793317,35.142837541973634
145,private donations,Fundraising,month,chf,0.0,8060072.9286,2022-10-01,564243.62,7000869.170000001,86.8586330671827,38.34716008037796
146,private donations,Fundraising,month,chf,0.0,8060072.9286,2022-11-01,1246403.55,8247272.720000001,102.32255704208022,45.42544833326447
147,private donations,Fundraising,month,chf,0.0,8060072.9286,2022-12-01,1582084.51,9829357.23,121.95121951219512,54.41005865646734
148,private donations,Fundraising,month,chf,1428576.8992,16785778.5656,2023-01-01,1369218.0,1369218.0,-0.386521584396924,6.365182557154782
149,private donations,Fundraising,month,chf,1428576.8992,16785778.5656,2023-02-01,2144446.0,3513664.0,13.577259360746424,18.54342685913023
150,private donations,Fundraising,month,chf,1428576.8992,16785778.5656,2023-03-01,1923875.0,5437539.0,26.10476952693278,29.469055089667627
151,private donations,Fundraising,month,chf,1428576.8992,16785778.5656,2023-04-01,1274911.0,6712450.0,34.40648378252777,36.70923629323993
152,private donations,Fundraising,month,chf,1428576.8992,16785778.5656,2023-05-01,1797114.0,8509564.0,46.10857664448388,46.91499261934947
153,private donations,Fundraising,month,chf,1428576.8992,16785778.5656,2023-06-01,1352463.0,9862027.0,54.91527873370012,54.59558929717797
154,private donations,Fundraising,month,chf,1428576.8992,16785778.5656,2023-07-01,1359887.0,11221914.0,63.770322963374426,62.318346647598766
155,private donations,Fundraising,month,chf,1428576.8992,16785778.5656,2023-08-01,1101047.0,12322961.0,70.93990387998751,68.57115942719646
156,private donations,Fundraising,month,chf,1428576.8992,16785778.5656,2023-09-01,1540370.12,13863331.120000001,80.97018253010235,77.31887498488513
157,private donations,Fundraising,month,chf,1428576.8992,16785778.5656,2023-10-01,1101047.0,14964378.120000001,88.13976344671543,83.57168776448283
158,private donations,Fundraising,month,chf,1428576.8992,16785778.5656,2023-11-01,1540370.12,16504748.240000002,98.17004209683027,92.3194033221715
159,private donations,Fundraising,month,chf,1428576.8992,16785778.5656,2023-12-01,1352463.0,17857211.240000002,106.97674418604652,100.0
160,involuntary headcount change (FTE),HR,month,%,3.5,0,2014-01-01,1.086385985211907,1.086385985211907,68.96040042251694,39.35756793917793
161,involuntary headcount change (FTE),HR,month,%,3.5,0,2014-02-01,1.6045145750643053,1.6045145750643053,54.15672642673414,73.8981594964569
162,involuntary headcount change (FTE),HR,month,%,3.5,0,2014-03-01,1.1966455568847807,1.1966455568847807,65.81012694614913,46.70792633479972
163,involuntary headcount change (FTE),HR,month,%,3.5,0,2014-04-01,1.1692400303864456,1.1692400303864456,66.59314198895869,44.88096075959214
164,involuntary headcount change (FTE),HR,month,%,3.5,0,2014-05-01,1.0333371153735844,1.0333371153735844,70.47608241789759,35.821111195529134
165,involuntary headcount change (FTE),HR,month,%,3.5,0,2014-06-01,1.1881441406560995,1.1881441406560995,66.05302455268287,46.14118682000678
166,involuntary headcount change (FTE),HR,month,%,3.5,0,2014-07-01,1.0369176964765487,1.0369176964765487,70.37378010067003,36.05980751886931
167,involuntary headcount change (FTE),HR,month,%,3.5,0,2014-08-01,0.8724689002614167,0.8724689002614167,75.0723171353881,25.096971625618924
168,involuntary headcount change (FTE),HR,month,%,3.5,0,2014-09-01,0.9287622992163213,0.9287622992163213,73.46393430810511,28.849722079374484
169,involuntary headcount change (FTE),HR,month,%,3.5,0,2014-10-01,0.9923084156676542,0.9923084156676542,71.64833098092417,33.08596863357843
170,involuntary headcount change (FTE),HR,month,%,3.5,0,2014-11-01,0.8971689784447152,0.8971689784447152,74.36660061586528,26.743580843236536
171,involuntary headcount change (FTE),HR,month,%,3.5,0,2014-12-01,0.9797606391494912,0.9797606391494912,72.0068388814431,32.249482031305924
172,involuntary headcount change (FTE),HR,month,%,3.5,0,2015-01-01,1.1872804818556422,1.1872804818556422,66.07770051841023,46.083611757646395
173,involuntary headcount change (FTE),HR,month,%,3.5,0,2015-02-01,0.9802283295731034,0.9802283295731034,71.99347629791133,32.280660206403034
174,involuntary headcount change (FTE),HR,month,%,3.5,0,2015-03-01,0.8337127992333864,0.8337127992333864,76.17963430761753,22.513329876872376
175,involuntary headcount change (FTE),HR,month,%,3.5,0,2015-04-01,0.9028399656073228,0.9028399656073228,74.20457241121935,27.121632267432222
176,involuntary headcount change (FTE),HR,month,%,3.5,0,2015-05-01,1.0086107012836654,1.0086107012836654,71.18255139189527,34.17274631761467
177,involuntary headcount change (FTE),HR,month,%,3.5,0,2015-06-01,0.9213993861357486,0.9213993861357486,73.67430325326433,28.35887988620337
178,involuntary headcount change (FTE),HR,month,%,3.5,0,2015-07-01,1.1183616892269506,1.1183616892269506,68.04680887922999,41.48920042148256
179,involuntary headcount change (FTE),HR,month,%,3.5,0,2015-08-01,1.1528688237699485,1.1528688237699485,67.06089074943004,43.789588517034865
180,involuntary headcount change (FTE),HR,month,%,3.5,0,2015-09-01,0.9991486758083304,0.9991486758083304,71.45289497690484,33.54196862333376
181,involuntary headcount change (FTE),HR,month,%,3.5,0,2015-10-01,0.948392796030548,0.948392796030548,72.90306297055577,30.158372066667855
182,involuntary headcount change (FTE),HR,month,%,3.5,0,2015-11-01,0.9901984892301592,0.9901984892301592,71.70861459342403,32.94531222372045
183,involuntary headcount change (FTE),HR,month,%,3.5,0,2015-12-01,1.0965690426686507,1.0965690426686507,68.66945592375285,40.03641260304388
184,involuntary headcount change (FTE),HR,month,%,3.5,0,2016-01-01,1.025589146558364,1.025589146558364,70.69745295547533,35.304599596890455
185,involuntary headcount change (FTE),HR,month,%,3.5,0,2016-02-01,1.1749845600976312,1.1749845600976312,66.42901256863911,45.26391483379067
186,involuntary headcount change (FTE),HR,month,%,3.5,0,2016-03-01,1.1576948276607375,1.1576948276607375,66.92300492397892,44.111309866735084
187,involuntary headcount change (FTE),HR,month,%,3.5,0,2016-04-01,1.0856282164294202,1.0856282164294202,68.98205095915942,39.307051942718076
188,involuntary headcount change (FTE),HR,month,%,3.5,0,2016-05-01,1.0674422899620537,1.0674422899620537,69.50164885822704,38.09470298050589
189,involuntary headcount change (FTE),HR,month,%,3.5,0,2016-06-01,1.263115887286049,1.263115887286049,63.91097464897003,51.139113067270216
190,involuntary headcount change (FTE),HR,month,%,3.5,0,2016-07-01,1.3405394929831569,1.3405394929831569,61.698871629052654,56.30049036559194
191,involuntary headcount change (FTE),HR,month,%,3.5,0,2016-08-01,1.414114469319501,1.414114469319501,59.59672944801425,61.205302136727916
192,involuntary headcount change (FTE),HR,month,%,3.5,0,2016-09-01,1.4715808653919025,1.4715808653919025,57.95483241737421,65.03624942255728
193,involuntary headcount change (FTE),HR,month,%,3.5,0,2016-10-01,1.4074207696237475,1.4074207696237475,59.787978010750074,60.75907247149372
194,involuntary headcount change (FTE),HR,month,%,3.5,0,2016-11-01,1.2622594377210865,1.2622594377210865,63.935444636540396,51.08201860232049
195,involuntary headcount change (FTE),HR,month,%,3.5,0,2016-12-01,1.1538471618094068,1.1538471618094068,67.03293823401695,43.854808571067224
196,involuntary headcount change (FTE),HR,month,%,3.5,0,2017-01-01,0.9355191299229606,0.9355191299229606,73.27088200220112,29.300160318511598
197,involuntary headcount change (FTE),HR,month,%,3.5,0,2017-02-01,0.7788438089239291,0.7788438089239291,77.74731974503061,18.85553638591841
198,involuntary headcount change (FTE),HR,month,%,3.5,0,2017-03-01,0.8261677921226788,0.8261677921226788,76.39520593935202,22.010348543643964
199,involuntary headcount change (FTE),HR,month,%,3.5,0,2017-04-01,0.7295805557396948,0.7295805557396948,79.15484126458016,15.571444482199686
200,involuntary headcount change (FTE),HR,month,%,3.5,0,2017-05-01,0.736079345962338,0.736079345962338,78.9691615439332,16.004680677022876
201,involuntary headcount change (FTE),HR,month,%,3.5,0,2017-06-01,0.7547523836653793,0.7547523836653793,78.43564618098917,17.24950248586797
202,involuntary headcount change (FTE),HR,month,%,3.5,0,2017-07-01,0.9030652726065416,0.9030652726065416,74.19813506838453,27.136652162468756
