,circle,kpi,periodicity,range,period_year,period_month,date,value
577,Digital,additional monetization/savings from CRM,quarter,0 <= X,2017,2,2017-02-01,51000.0
578,Digital,additional monetization/savings from CRM,quarter,0 <= X,2017,3,2017-03-01,51000.0
579,Digital,additional monetization/savings from CRM,quarter,0 <= X,2017,4,2017-04-01,0.0
580,Digital,additional monetization/savings from CRM,quarter,0 <= X,2017,5,2017-05-01,0.0
581,Digital,additional monetization/savings from CRM,quarter,0 <= X,2017,6,2017-06-01,0.0
582,Digital,additional monetization/savings from CRM,quarter,0 <= X,2017,7,2017-07-01,0.0
583,Digital,additional monetization/savings from CRM,quarter,0 <= X,2017,8,2017-08-01,0.0
584,Digital,additional monetization/savings from CRM,quarter,0 <= X,2017,9,2017-09-01,0.0
585,Digital,additional monetization/savings from CRM,quarter,0 <= X,2017,10,2017-10-01,17000.0
586,Digital,additional monetization/savings from CRM,quarter,0 <= X,2017,11,2017-11-01,17000.0
587,Digital,additional monetization/savings from CRM,quarter,0 <= X,2017,12,2017-12-01,17000.0
696,Digital,additional monetization/savings from CRM,quarter,0 <= X,2018,1,2018-01-01,51000.0
697,Digital,additional monetization/savings from CRM,quarter,0 <= X,2018,2,2018-02-01,51000.0
698,Digital,additional monetization/savings from CRM,quarter,0 <= X,2018,3,2018-03-01,51000.0
699,Digital,additional monetization/savings from CRM,quarter,0 <= X,2018,4,2018-04-01,0.0
700,Digital,additional monetization/savings from CRM,quarter,0 <= X,2018,5,2018-05-01,0.0
701,Digital,additional monetization/savings from CRM,quarter,0 <= X,2018,6,2018-06-01,0.0
702,Digital,additional monetization/savings from CRM,quarter,0 <= X,2018,7,2018-07-01,0.0
703,Digital,additional monetization/savings from CRM,quarter,0 <= X,2018,8,2018-08-01,0.0
704,Digital,additional monetization/savings from CRM,quarter,0 <= X,2018,9,2018-09-01,0.0
705,Digital,additional monetization/savings from CRM,quarter,0 <= X,2018,10,2018-10-01,17000.0
706,Digital,additional monetization/savings from CRM,quarter,0 <= X,2018,11,2018-11-01,17000.0
707,Digital,additional monetization/savings from CRM,quarter,0 <= X,2018,12,2018-12-01,17000.0
816,Digital,additional monetization/savings from CRM,quarter,0 <= X,2019,1,2019-01-01,51000.0
817,Digital,additional monetization/savings from CRM,quarter,0 <= X,2019,2,2019-02-01,51000.0
818,Digital,additional monetization/savings from CRM,quarter,0 <= X,2019,3,2019-03-01,51000.0
819,Digital,additional monetization/savings from CRM,quarter,0 <= X,2019,4,2019-04-01,0.0
820,Digital,additional monetization/savings from CRM,quarter,0 <= X,2019,5,2019-05-01,0.0
821,Digital,additional monetization/savings from CRM,quarter,0 <= X,2019,6,2019-06-01,0.0
822,Digital,additional monetization/savings from CRM,quarter,0 <= X,2019,7,2019-07-01,0.0
823,Digital,additional monetization/savings from CRM,quarter,0 <= X,2019,8,2019-08-01,0.0
824,Digital,additional monetization/savings from CRM,quarter,0 <= X,2019,9,2019-09-01,0.0
825,Digital,additional monetization/savings from CRM,quarter,0 <= X,2019,10,2019-10-01,17000.0
826,Digital,additional monetization/savings from CRM,quarter,0 <= X,2019,11,2019-11-01,17000.0
827,Digital,additional monetization/savings from CRM,quarter,0 <= X,2019,12,2019-12-01,17000.0
936,Digital,additional monetization/savings from CRM,quarter,0 <= X,2020,1,2020-01-01,51000.0
937,Digital,additional monetization/savings from CRM,quarter,0 <= X,2020,2,2020-02-01,51000.0
938,Digital,additional monetization/savings from CRM,quarter,0 <= X,2020,3,2020-03-01,51000.0
939,Digital,additional monetization/savings from CRM,quarter,0 <= X,2020,4,2020-04-01,0.0
940,Digital,additional monetization/savings from CRM,quarter,0 <= X,2020,5,2020-05-01,0.0
941,Digital,additional monetization/savings from CRM,quarter,0 <= X,2020,6,2020-06-01,0.0
942,Digital,additional monetization/savings from CRM,quarter,0 <= X,2020,7,2020-07-01,0.0
943,Digital,additional monetization/savings from CRM,quarter,0 <= X,2020,8,2020-08-01,0.0
944,Digital,additional monetization/savings from CRM,quarter,0 <= X,2020,9,2020-09-01,0.0
945,Digital,additional monetization/savings from CRM,quarter,0 <= X,2020,10,2020-10-01,17000.0
946,Digital,additional monetization/savings from CRM,quarter,0 <= X,2020,11,2020-11-01,17000.0
947,Digital,additional monetization/savings from CRM,quarter,0 <= X,2020,12,2020-12-01,17000.0
1056,Digital,additional monetization/savings from CRM,quarter,0 <= X,2021,1,2021-01-01,51000.0
1057,Digital,additional monetization/savings from CRM,quarter,0 <= X,2021,2,2021-02-01,51000.0
1058,Digital,additional monetization/savings from CRM,quarter,0 <= X,2021,3,2021-03-01,51000.0
1059,Digital,additional monetization/savings from CRM,quarter,0 <= X,2021,4,2021-04-01,0.0
1060,Digital,additional monetization/savings from CRM,quarter,0 <= X,2021,5,2021-05-01,0.0
1061,Digital,additional monetization/savings from CRM,quarter,0 <= X,2021,6,2021-06-01,0.0
1062,Digital,additional monetization/savings from CRM,quarter,0 <= X,2021,7,2021-07-01,0.0
1063,Digital,additional monetization/savings from CRM,quarter,0 <= X,2021,8,2021-08-01,0.0
1064,Digital,additional monetization/savings from CRM,quarter,0 <= X,2021,9,2021-09-01,0.0
1065,Digital,additional monetization/savings from CRM,quarter,0 <= X,2021,10,2021-10-01,17000.0
1066,Digital,additional monetization/savings from CRM,quarter,0 <= X,2021,11,2021-11-01,17000.0
1067,Digital,additional monetization/savings from CRM,quarter,0 <= X,2021,12,2021-12-01,17000.0
1176,Digital,additional monetization/savings from CRM,quarter,0 <= X,2022,1,2022-01-01,51000.0
1177,Digital,additional monetization/savings from CRM,quarter,0 <= X,2022,2,2022-02-01,51000.0
1178,Digital,additional monetization/savings from CRM,quarter,0 <= X,2022,3,2022-03-01,51000.0
1179,Digital,additional monetization/savings from CRM,quarter,0 <= X,2022,4,2022-04-01,0.0
1180,Digital,additional monetization/savings from CRM,quarter,0 <= X,2022,5,2022-05-01,0.0
1181,Digital,additional monetization/savings from CRM,quarter,0 <= X,2022,6,2022-06-01,0.0
1182,Digital,additional monetization/savings from CRM,quarter,0 <= X,2022,7,2022-07-01,0.0
1183,Digital,additional monetization/savings from CRM,quarter,0 <= X,2022,8,2022-08-01,0.0
1184,Digital,additional monetization/savings from CRM,quarter,0 <= X,2022,9,2022-09-01,0.0
1185,Digital,additional monetization/savings from CRM,quarter,0 <= X,2022,10,2022-10-01,17000.0
1186,Digital,additional monetization/savings from CRM,quarter,0 <= X,2022,11,2022-11-01,17000.0
1187,Digital,additional monetization/savings from CRM,quarter,0 <= X,2022,12,2022-12-01,17000.0
96,Digital,additional monetization/savings from CRM,quarter,0 <= X,2023,1,2023-01-01,51000.0
97,Digital,additional monetization/savings from CRM,quarter,0 <= X,2023,2,2023-02-01,51000.0
98,Digital,additional monetization/savings from CRM,quarter,0 <= X,2023,3,2023-03-01,51000.0
99,Digital,additional monetization/savings from CRM,quarter,0 <= X,2023,4,2023-04-01,0.0
100,Digital,additional monetization/savings from CRM,quarter,0 <= X,2023,5,2023-05-01,0.0
101,Digital,additional monetization/savings from CRM,quarter,0 <= X,2023,6,2023-06-01,0.0
102,Digital,additional monetization/savings from CRM,quarter,0 <= X,2023,7,2023-07-01,0.0
103,Digital,additional monetization/savings from CRM,quarter,0 <= X,2023,8,2023-08-01,0.0
104,Digital,additional monetization/savings from CRM,quarter,0 <= X,2023,9,2023-09-01,0.0
105,Digital,additional monetization/savings from CRM,quarter,0 <= X,2023,10,2023-10-01,17000.0
106,Digital,additional monetization/savings from CRM,quarter,0 <= X,2023,11,2023-11-01,17000.0
107,Digital,additional monetization/savings from CRM,quarter,0 <= X,2023,12,2023-12-01,17000.0
228,Programs,additional monetization/savings from programs,quarter,0 <= X,2014,1,2014-01-01,186258.0
229,Programs,additional monetization/savings from programs,quarter,0 <= X,2014,2,2014-02-01,186258.0
230,Programs,additional monetization/savings from programs,quarter,0 <= X,2014,3,2014-03-01,186258.0
231,Programs,additional monetization/savings from programs,quarter,0 <= X,2014,4,2014-04-01,0.0
232,Programs,additional monetization/savings from programs,quarter,0 <= X,2014,5,2014-05-01,0.0
233,Programs,additional monetization/savings from programs,quarter,0 <= X,2014,6,2014-06-01,0.0
234,Programs,additional monetization/savings from programs,quarter,0 <= X,2014,7,2014-07-01,26000.0
235,Programs,additional monetization/savings from programs,quarter,0 <= X,2014,8,2014-08-01,26000.0
236,Programs,additional monetization/savings from programs,quarter,0 <= X,2014,9,2014-09-01,26000.0
237,Programs,additional monetization/savings from programs,quarter,0 <= X,2014,10,2014-10-01,70752.67
238,Programs,additional monetization/savings from programs,quarter,0 <= X,2014,11,2014-11-01,70752.67
239,Programs,additional monetization/savings from programs,quarter,0 <= X,2014,12,2014-12-01,70752.67
348,Programs,additional monetization/savings from programs,quarter,0 <= X,2015,1,2015-01-01,186258.0
349,Programs,additional monetization/savings from programs,quarter,0 <= X,2015,2,2015-02-01,186258.0
350,Programs,additional monetization/savings from programs,quarter,0 <= X,2015,3,2015-03-01,186258.0
351,Programs,additional monetization/savings from programs,quarter,0 <= X,2015,4,2015-04-01,0.0
352,Programs,additional monetization/savings from programs,quarter,0 <= X,2015,5,2015-05-01,0.0
353,Programs,additional monetization/savings from programs,quarter,0 <= X,2015,6,2015-06-01,0.0
354,Programs,additional monetization/savings from programs,quarter,0 <= X,2015,7,2015-07-01,26000.0
355,Programs,additional monetization/savings from programs,quarter,0 <= X,2015,8,2015-08-01,26000.0
356,Programs,additional monetization/savings from programs,quarter,0 <= X,2015,9,2015-09-01,26000.0
357,Programs,additional monetization/savings from programs,quarter,0 <= X,2015,10,2015-10-01,70752.67
358,Programs,additional monetization/savings from programs,quarter,0 <= X,2015,11,2015-11-01,70752.67
359,Programs,additional monetization/savings from programs,quarter,0 <= X,2015,12,2015-12-01,70752.67
468,Programs,additional monetization/savings from programs,quarter,0 <= X,2016,1,2016-01-01,186258.0
469,Programs,additional monetization/savings from programs,quarter,0 <= X,2016,2,2016-02-01,186258.0
470,Programs,additional monetization/savings from programs,quarter,0 <= X,2016,3,2016-03-01,186258.0
471,Programs,additional monetization/savings from programs,quarter,0 <= X,2016,4,2016-04-01,0.0
472,Programs,additional monetization/savings from programs,quarter,0 <= X,2016,5,2016-05-01,0.0
473,Programs,additional monetization/savings from programs,quarter,0 <= X,2016,6,2016-06-01,0.0
474,Programs,additional monetization/savings from programs,quarter,0 <= X,2016,7,2016-07-01,26000.0
475,Programs,additional monetization/savings from programs,quarter,0 <= X,2016,8,2016-08-01,26000.0
476,Programs,additional monetization/savings from programs,quarter,0 <= X,2016,9,2016-09-01,26000.0
477,Programs,additional monetization/savings from programs,quarter,0 <= X,2016,10,2016-10-01,70752.67
478,Programs,additional monetization/savings from programs,quarter,0 <= X,2016,11,2016-11-01,70752.67
479,Programs,additional monetization/savings from programs,quarter,0 <= X,2016,12,2016-12-01,70752.67
588,Programs,additional monetization/savings from programs,quarter,0 <= X,2017,1,2017-01-01,186258.0
589,Programs,additional monetization/savings from programs,quarter,0 <= X,2017,2,2017-02-01,186258.0
590,Programs,additional monetization/savings from programs,quarter,0 <= X,2017,3,2017-03-01,186258.0
591,Programs,additional monetization/savings from programs,quarter,0 <= X,2017,4,2017-04-01,0.0
592,Programs,additional monetization/savings from programs,quarter,0 <= X,2017,5,2017-05-01,0.0
593,Programs,additional monetization/savings from programs,quarter,0 <= X,2017,6,2017-06-01,0.0
594,Programs,additional monetization/savings from programs,quarter,0 <= X,2017,7,2017-07-01,26000.0
595,Programs,additional monetization/savings from programs,quarter,0 <= X,2017,8,2017-08-01,26000.0
596,Programs,additional monetization/savings from programs,quarter,0 <= X,2017,9,2017-09-01,26000.0
597,Programs,additional monetization/savings from programs,quarter,0 <= X,2017,10,2017-10-01,70752.67
598,Programs,additional monetization/savings from programs,quarter,0 <= X,2017,11,2017-11-01,70752.67
599,Programs,additional monetization/savings from programs,quarter,0 <= X,2017,12,2017-12-01,70752.67
708,Programs,additional monetization/savings from programs,quarter,0 <= X,2018,1,2018-01-01,186258.0
709,Programs,additional monetization/savings from programs,quarter,0 <= X,2018,2,2018-02-01,186258.0
710,Programs,additional monetization/savings from programs,quarter,0 <= X,2018,3,2018-03-01,186258.0
711,Programs,additional monetization/savings from programs,quarter,0 <= X,2018,4,2018-04-01,0.0
712,Programs,additional monetization/savings from programs,quarter,0 <= X,2018,5,2018-05-01,0.0
713,Programs,additional monetization/savings from programs,quarter,0 <= X,2018,6,2018-06-01,0.0
714,Programs,additional monetization/savings from programs,quarter,0 <= X,2018,7,2018-07-01,26000.0
715,Programs,additional monetization/savings from programs,quarter,0 <= X,2018,8,2018-08-01,26000.0
716,Programs,additional monetization/savings from programs,quarter,0 <= X,2018,9,2018-09-01,26000.0
717,Programs,additional monetization/savings from programs,quarter,0 <= X,2018,10,2018-10-01,70752.67
718,Programs,additional monetization/savings from programs,quarter,0 <= X,2018,11,2018-11-01,70752.67
719,Programs,additional monetization/savings from programs,quarter,0 <= X,2018,12,2018-12-01,70752.67
828,Programs,additional monetization/savings from programs,quarter,0 <= X,2019,1,2019-01-01,186258.0
829,Programs,additional monetization/savings from programs,quarter,0 <= X,2019,2,2019-02-01,186258.0
830,Programs,additional monetization/savings from programs,quarter,0 <= X,2019,3,2019-03-01,186258.0
831,Programs,additional monetization/savings from programs,quarter,0 <= X,2019,4,2019-04-01,0.0
832,Programs,additional monetization/savings from programs,quarter,0 <= X,2019,5,2019-05-01,0.0
833,Programs,additional monetization/savings from programs,quarter,0 <= X,2019,6,2019-06-01,0.0
834,Programs,additional monetization/savings from programs,quarter,0 <= X,2019,7,2019-07-01,26000.0
835,Programs,additional monetization/savings from programs,quarter,0 <= X,2019,8,2019-08-01,26000.0
836,Programs,additional monetization/savings from programs,quarter,0 <= X,2019,9,2019-09-01,26000.0
837,Programs,additional monetization/savings from programs,quarter,0 <= X,2019,10,2019-10-01,70752.67
838,Programs,additional monetization/savings from programs,quarter,0 <= X,2019,11,2019-11-01,70752.67
839,Programs,additional monetization/savings from programs,quarter,0 <= X,2019,12,2019-12-01,70752.67
948,Programs,additional monetization/savings from programs,quarter,0 <= X,2020,1,2020-01-01,186258.0
949,Programs,additional monetization/savings from programs,quarter,0 <= X,2020,2,2020-02-01,186258.0
950,Programs,additional monetization/savings from programs,quarter,0 <= X,2020,3,2020-03-01,186258.0
951,Programs,additional monetization/savings from programs,quarter,0 <= X,2020,4,2020-04-01,0.0
952,Programs,additional monetization/savings from programs,quarter,0 <= X,2020,5,2020-05-01,0.0
953,Programs,additional monetization/savings from programs,quarter,0 <= X,2020,6,2020-06-01,0.0
954,Programs,additional monetization/savings from programs,quarter,0 <= X,2020,7,2020-07-01,26000.0
955,Programs,additional monetization/savings from programs,quarter,0 <= X,2020,8,2020-08-01,26000.0
956,Programs,additional monetization/savings from programs,quarter,0 <= X,2020,9,2020-09-01,26000.0
957,Programs,additional monetization/savings from programs,quarter,0 <= X,2020,10,2020-10-01,70752.67
958,Programs,additional monetization/savings from programs,quarter,0 <= X,2020,11,2020-11-01,70752.67
959,Programs,additional monetization/savings from programs,quarter,0 <= X,2020,12,2020-12-01,70752.67
1068,Programs,additional monetization/savings from programs,quarter,0 <= X,2021,1,2021-01-01,186258.0
1069,Programs,additional monetization/savings from programs,quarter,0 <= X,2021,2,2021-02-01,186258.0
1070,Programs,additional monetization/savings from programs,quarter,0 <= X,2021,3,2021-03-01,186258.0
1071,Programs,additional monetization/savings from programs,quarter,0 <= X,2021,4,2021-04-01,0.0
1072,Programs,additional monetization/savings from programs,quarter,0 <= X,2021,5,2021-05-01,0.0
1073,Programs,additional monetization/savings from programs,quarter,0 <= X,2021,6,2021-06-01,0.0
1074,Programs,additional monetization/savings from programs,quarter,0 <= X,2021,7,2021-07-01,26000.0
1075,Programs,additional monetization/savings from programs,quarter,0 <= X,2021,8,2021-08-01,26000.0
1076,Programs,additional monetization/savings from programs,quarter,0 <= X,2021,9,2021-09-01,26000.0
1077,Programs,additional monetization/savings from programs,quarter,0 <= X,2021,10,2021-10-01,70752.67
1078,Programs,additional monetization/savings from programs,quarter,0 <= X,2021,11,2021-11-01,70752.67
1079,Programs,additional monetization/savings from programs,quarter,0 <= X,2021,12,2021-12-01,70752.67
1188,Programs,additional monetization/savings from programs,quarter,0 <= X,2022,1,2022-01-01,186258.0
1189,Programs,additional monetization/savings from programs,quarter,0 <= X,2022,2,2022-02-01,186258.0
1190,Programs,additional monetization/savings from programs,quarter,0 <= X,2022,3,2022-03-01,186258.0
1191,Programs,additional monetization/savings from programs,quarter,0 <= X,2022,4,2022-04-01,0.0
1192,Programs,additional monetization/savings from programs,quarter,0 <= X,2022,5,2022-05-01,0.0
1193,Programs,additional monetization/savings from programs,quarter,0 <= X,2022,6,2022-06-01,0.0
1194,Programs,additional monetization/savings from programs,quarter,0 <= X,2022,7,2022-07-01,26000.0
1195,Programs,additional monetization/savings from programs,quarter,0 <= X,2022,8,2022-08-01,26000.0
1196,Programs,additional monetization/savings from programs,quarter,0 <= X,2022,9,2022-09-01,26000.0
1197,Programs,additional monetization/savings from programs,quarter,0 <= X,2022,10,2022-10-01,70752.67
1198,Programs,additional monetization/savings from programs,quarter,0 <= X,2022,11,2022-11-01,70752.67
1199,Programs,additional monetization/savings from programs,quarter,0 <= X,2022,12,2022-12-01,70752.67
108,Programs,additional monetization/savings from programs,quarter,0 <= X,2023,1,2023-01-01,186258.0
109,Programs,additional monetization/savings from programs,quarter,0 <= X,2023,2,2023-02-01,186258.0
110,Programs,additional monetization/savings from programs,quarter,0 <= X,2023,3,2023-03-01,186258.0
111,Programs,additional monetization/savings from programs,quarter,0 <= X,2023,4,2023-04-01,0.0
112,Programs,additional monetization/savings from programs,quarter,0 <= X,2023,5,2023-05-01,0.0
113,Programs,additional monetization/savings from programs,quarter,0 <= X,2023,6,2023-06-01,0.0
114,Programs,additional monetization/savings from programs,quarter,0 <= X,2023,7,2023-07-01,26000.0
115,Programs,additional monetization/savings from programs,quarter,0 <= X,2023,8,2023-08-01,26000.0
116,Programs,additional monetization/savings from programs,quarter,0 <= X,2023,9,2023-09-01,26000.0
117,Programs,additional monetization/savings from programs,quarter,0 <= X,2023,10,2023-10-01,70752.67
118,Programs,additional monetization/savings from programs,quarter,0 <= X,2023,11,2023-11-01,70752.67
119,Programs,additional monetization/savings from programs,quarter,0 <= X,2023,12,2023-12-01,70752.67
180,Programs - Parents -Online,count leads,month,0 <= X,2014,1,2014-01-01,634.0
181,Programs - Parents -Online,count leads,month,0 <= X,2014,2,2014-02-01,329.0
182,Programs - Parents -Online,count leads,month,0 <= X,2014,3,2014-03-01,664.0
183,Programs - Parents -Online,count leads,month,0 <= X,2014,4,2014-04-01,722.0
184,Programs - Parents -Online,count leads,month,0 <= X,2014,5,2014-05-01,585.0
185,Programs - Parents -Online,count leads,month,0 <= X,2014,6,2014-06-01,386.0
186,Programs - Parents -Online,count leads,month,0 <= X,2014,7,2014-07-01,345.0
187,Programs - Parents -Online,count leads,month,0 <= X,2014,8,2014-08-01,723.0
188,Programs - Parents -Online,count leads,month,0 <= X,2014,9,2014-09-01,443.0
189,Programs - Parents -Online,count leads,month,0 <= X,2014,10,2014-10-01,441.0
190,Programs - Parents -Online,count leads,month,0 <= X,2014,11,2014-11-01,561.0
191,Programs - Parents -Online,count leads,month,0 <= X,2014,12,2014-12-01,751.0
300,Programs - Parents -Online,count leads,month,0 <= X,2015,1,2015-01-01,634.0
301,Programs - Parents -Online,count leads,month,0 <= X,2015,2,2015-02-01,329.0
302,Programs - Parents -Online,count leads,month,0 <= X,2015,3,2015-03-01,664.0
303,Programs - Parents -Online,count leads,month,0 <= X,2015,4,2015-04-01,722.0
304,Programs - Parents -Online,count leads,month,0 <= X,2015,5,2015-05-01,585.0
305,Programs - Parents -Online,count leads,month,0 <= X,2015,6,2015-06-01,386.0
306,Programs - Parents -Online,count leads,month,0 <= X,2015,7,2015-07-01,345.0
307,Programs - Parents -Online,count leads,month,0 <= X,2015,8,2015-08-01,723.0
308,Programs - Parents -Online,count leads,month,0 <= X,2015,9,2015-09-01,443.0
309,Programs - Parents -Online,count leads,month,0 <= X,2015,10,2015-10-01,441.0
310,Programs - Parents -Online,count leads,month,0 <= X,2015,11,2015-11-01,561.0
311,Programs - Parents -Online,count leads,month,0 <= X,2015,12,2015-12-01,751.0
420,Programs - Parents -Online,count leads,month,0 <= X,2016,1,2016-01-01,634.0
421,Programs - Parents -Online,count leads,month,0 <= X,2016,2,2016-02-01,329.0
422,Programs - Parents -Online,count leads,month,0 <= X,2016,3,2016-03-01,664.0
423,Programs - Parents -Online,count leads,month,0 <= X,2016,4,2016-04-01,722.0
424,Programs - Parents -Online,count leads,month,0 <= X,2016,5,2016-05-01,585.0
425,Programs - Parents -Online,count leads,month,0 <= X,2016,6,2016-06-01,386.0
426,Programs - Parents -Online,count leads,month,0 <= X,2016,7,2016-07-01,345.0
427,Programs - Parents -Online,count leads,month,0 <= X,2016,8,2016-08-01,723.0
428,Programs - Parents -Online,count leads,month,0 <= X,2016,9,2016-09-01,443.0
429,Programs - Parents -Online,count leads,month,0 <= X,2016,10,2016-10-01,441.0
430,Programs - Parents -Online,count leads,month,0 <= X,2016,11,2016-11-01,561.0
431,Programs - Parents -Online,count leads,month,0 <= X,2016,12,2016-12-01,751.0
540,Programs - Parents -Online,count leads,month,0 <= X,2017,1,2017-01-01,634.0
541,Programs - Parents -Online,count leads,month,0 <= X,2017,2,2017-02-01,329.0
542,Programs - Parents -Online,count leads,month,0 <= X,2017,3,2017-03-01,664.0
543,Programs - Parents -Online,count leads,month,0 <= X,2017,4,2017-04-01,722.0
544,Programs - Parents -Online,count leads,month,0 <= X,2017,5,2017-05-01,585.0
545,Programs - Parents -Online,count leads,month,0 <= X,2017,6,2017-06-01,386.0
546,Programs - Parents -Online,count leads,month,0 <= X,2017,7,2017-07-01,345.0
547,Programs - Parents -Online,count leads,month,0 <= X,2017,8,2017-08-01,723.0
548,Programs - Parents -Online,count leads,month,0 <= X,2017,9,2017-09-01,443.0
549,Programs - Parents -Online,count leads,month,0 <= X,2017,10,2017-10-01,441.0
550,Programs - Parents -Online,count leads,month,0 <= X,2017,11,2017-11-01,561.0
551,Programs - Parents -Online,count leads,month,0 <= X,2017,12,2017-12-01,751.0
660,Programs - Parents -Online,count leads,month,0 <= X,2018,1,2018-01-01,634.0
661,Programs - Parents -Online,count leads,month,0 <= X,2018,2,2018-02-01,329.0
662,Programs - Parents -Online,count leads,month,0 <= X,2018,3,2018-03-01,664.0
663,Programs - Parents -Online,count leads,month,0 <= X,2018,4,2018-04-01,722.0
664,Programs - Parents -Online,count leads,month,0 <= X,2018,5,2018-05-01,585.0
665,Programs - Parents -Online,count leads,month,0 <= X,2018,6,2018-06-01,386.0
666,Programs - Parents -Online,count leads,month,0 <= X,2018,7,2018-07-01,345.0
667,Programs - Parents -Online,count leads,month,0 <= X,2018,8,2018-08-01,723.0
668,Programs - Parents -Online,count leads,month,0 <= X,2018,9,2018-09-01,443.0
669,Programs - Parents -Online,count leads,month,0 <= X,2018,10,2018-10-01,441.0
670,Programs - Parents -Online,count leads,month,0 <= X,2018,11,2018-11-01,561.0
671,Programs - Parents -Online,count leads,month,0 <= X,2018,12,2018-12-01,751.0
780,Programs - Parents -Online,count leads,month,0 <= X,2019,1,2019-01-01,634.0
781,Programs - Parents -Online,count leads,month,0 <= X,2019,2,2019-02-01,329.0
782,Programs - Parents -Online,count leads,month,0 <= X,2019,3,2019-03-01,664.0
783,Programs - Parents -Online,count leads,month,0 <= X,2019,4,2019-04-01,722.0
784,Programs - Parents -Online,count leads,month,0 <= X,2019,5,2019-05-01,585.0
785,Programs - Parents -Online,count leads,month,0 <= X,2019,6,2019-06-01,386.0
786,Programs - Parents -Online,count leads,month,0 <= X,2019,7,2019-07-01,345.0
787,Programs - Parents -Online,count leads,month,0 <= X,2019,8,2019-08-01,723.0
788,Programs - Parents -Online,count leads,month,0 <= X,2019,9,2019-09-01,443.0
789,Programs - Parents -Online,count leads,month,0 <= X,2019,10,2019-10-01,441.0
790,Programs - Parents -Online,count leads,month,0 <= X,2019,11,2019-11-01,561.0
791,Programs - Parents -Online,count leads,month,0 <= X,2019,12,2019-12-01,751.0
900,Programs - Parents -Online,count leads,month,0 <= X,2020,1,2020-01-01,634.0
901,Programs - Parents -Online,count leads,month,0 <= X,2020,2,2020-02-01,329.0
